연번,"스테이션, 성명(Station)",위치,Latitude,Longitude,광역시도코드,광역시도명,시군구코드,시군구명,법정동코드,법정동명,행정동코드,행정동명
1,무역전시관입구(택시승강장),대전광역시 유성구 도룡동 3-8,36.375126,127.3893882,30,대전광역시,30200,유성구,3020012700,도룡동,3020055000,신성동
2,대전컨벤션센터,대전광역시 유성구 도룡동 4-19,36.3750219,127.3916916,30,대전광역시,30200,유성구,3020012700,도룡동,3020055000,신성동
3,한밭수목원1,대전광역시 서구 만년동 396,36.3679309,127.3877917,30,대전광역시,30170,서구,3017012800,만년동,3017065000,만년동
4,초원아파트(104동 버스정류장),대전광역시 서구 만년동 401,36.3679892,127.3795233,30,대전광역시,30170,서구,3017012800,만년동,3017065000,만년동
5,둔산대공원 입구(버스정류장),대전광역시 서구 둔산2동 1521-10,36.3553129,127.3845828,30,대전광역시,30170,서구,3017011200,둔산동,3017064000,둔산2동
6,백합네거리(농협),대전광역시 서구 월평2동 266,36.3616964,127.3751841,30,대전광역시,30170,서구,3017011300,월평동,3017058700,월평2동
7,정부청사 입구(대덕대로),대전광역시 서구 둔산2동 920-2,36.351116,127.386089,30,대전광역시,30170,서구,3017011200,둔산동,3017064000,둔산2동
8,정부청사 입구(샘머리),대전광역시 서구 둔산2동 1518,36.3553129,127.3845828,30,대전광역시,30170,서구,3017011200,둔산동,3017064000,둔산2동
9,(운영중지)황실아파트(성룡초등학교),대전광역시 서구 월평2동 304,36.3616964,127.3751841,30,대전광역시,30170,서구,3017011300,월평동,3017058800,월평3동
10,만년동 KBS 부근(기업은행),대전광역시 서구 만년동 300,36.3703651,127.3807021,30,대전광역시,30170,서구,3017012800,만년동,3017065000,만년동
11,누리아파트(후문 버스정류장),대전광역시 서구 월평3동 301,36.3600526,127.3688129,30,대전광역시,30170,서구,3017011300,월평동,3017058800,월평3동
12,정부청사역 4번출구,대전광역시 서구 둔산2동 949-1,36.3553129,127.3845828,30,대전광역시,30170,서구,3017011200,둔산동,3017064000,둔산2동
13,삼천중학교(정문 맞은편),대전광역시 서구 둔산2동 911,36.3553129,127.3845828,30,대전광역시,30170,서구,3017011200,둔산동,3017063000,둔산1동
14,둔산 하이마트,대전광역시 서구 둔산2동 911,36.3553129,127.3845828,30,대전광역시,30170,서구,3017011200,둔산동,3017064000,둔산2동
15,둔산 홈플러스(법원 버스정류장),대전광역시 서구 둔산1동 1380-5,36.3526859,127.3899085,30,대전광역시,30170,서구,3017011200,둔산동,3017063000,둔산1동
16,국화아파트(501동),대전광역시 서구 둔산3동 1386,36.3525115,127.3988778,30,대전광역시,30170,서구,3017011200,둔산동,3017063000,둔산1동
17,타임월드,대전광역시 서구 둔산2동 1036,36.3553129,127.3845828,30,대전광역시,30170,서구,3017011200,둔산동,3017064000,둔산2동
18,대전시청,대전광역시 서구 둔산1동 1420,36.3526859,127.3899085,30,대전광역시,30170,서구,3017011200,둔산동,3017063000,둔산1동
19,현대아이텔(시청역 6번출구),대전광역시 서구 둔산1동 1457,36.3526859,127.3899085,30,대전광역시,30170,서구,3017011200,둔산동,3017063000,둔산1동
20,크로바아파트(정문 맞은편),대전광역시 서구 둔산1동 1554-1,36.350765,127.386527,30,대전광역시,30170,서구,3017011200,둔산동,3017063000,둔산1동
21,카이스트 학사식당,대전광역시 유성구 어은동 44,36.3734024,127.3588472,30,대전광역시,30200,유성구,3020012300,어은동,3020054000,온천2동
22,카이스트 창의학습관,대전광역시 유성구 구성동 23,36.36886,127.3638987,30,대전광역시,30200,유성구,3020012400,구성동,3020054000,온천2동
23,카이스트 정문,대전광역시 유성구 구성동 284-4,36.365377,127.363739,30,대전광역시,30200,유성구,3020012400,구성동,3020054000,온천2동
24,화폐박물관,대전광역시 유성구 가정동 35,36.3775441,127.3694228,30,대전광역시,30200,유성구,3020012600,가정동,3020055000,신성동
25,카이스트 후문,대전광역시 유성구 구성동 145,36.3711849,127.3677371,30,대전광역시,30200,유성구,3020012400,구성동,3020054000,온천2동
26,엑스포과학공원 주차장,대전광역시 유성구 가정동 39-2,36.3781979,127.3784688,30,대전광역시,30200,유성구,3020012600,가정동,3020055000,신성동
27,엑스포과학공원,대전광역시 유성구 도룡동 3-1,36.3773616,127.3843146,30,대전광역시,30200,유성구,3020012700,도룡동,3020055000,신성동
28,스마트시티(201동),대전광역시 유성구 도룡동 4-32,36.3776192,127.391709,30,대전광역시,30200,유성구,3020012700,도룡동,3020055000,신성동
29,만년동주민센터,대전광역시 서구 만년동 13,36.3668406,127.371976,30,대전광역시,30170,서구,3017012800,만년동,3017065000,만년동
30,선사유적지공용주차장,대전광역시 서구 월평2동 2243,36.3616964,127.3751841,30,대전광역시,30170,서구,3017011300,월평동,3017058700,월평2동
31,대전광역시 유성구청,대전광역시 유성구 어은동 59-12,36.3618073,127.3574389,30,대전광역시,30200,유성구,3020012300,어은동,3020054000,온천2동
32,홈플러스(유성점),대전광역시 유성구 봉명동 669,36.358467,127.3543402,30,대전광역시,30200,유성구,3020011100,봉명동,3020053000,온천1동
33,월평역 2번출구(육교밑),대전광역시 서구 월평동 428,36.3581952,127.3618213,30,대전광역시,30170,서구,3017011300,월평동,3017058600,월평1동
34,진달래아파트(107동),대전광역시 서구 월평동 604,36.3576751,127.3658609,30,대전광역시,30170,서구,3017011300,월평동,3017058600,월평1동
35,갈마역 2번출구,대전광역시 서구 둔산동 1515-2,36.3576489,127.3754175,30,대전광역시,30170,서구,3017011200,둔산동,3017064000,둔산2동
36,가람아파트(3동),대전광역시 서구 둔산동 2156,36.3557788,127.3985798,30,대전광역시,30170,서구,3017011200,둔산동,3017066000,둔산3동
37,수정타운아파트(13동),대전광역시 서구 둔산동 1515,36.3577562,127.3979891,30,대전광역시,30170,서구,3017011200,둔산동,3017066000,둔산3동
38,갑천역 1번출구,대전광역시 서구 월평동 1534,36.354378,127.3546084,30,대전광역시,30170,서구,3017011300,월평동,3017058600,월평1동
39,패션월드,대전광역시 서구 월평1동 1498,36.3495865,127.358682,30,대전광역시,30170,서구,3017011300,월평동,3017058600,월평1동
40,월평타운,대전광역시 서구 월평동 1543,36.353825,127.3593114,30,대전광역시,30170,서구,3017011300,월평동,3017058600,월평1동
41,대전일보,대전광역시 서구 월평동 41-3,36.3537118,127.3631984,30,대전광역시,30170,서구,3017011300,월평동,3017058600,월평1동
42,갈마네거리,대전광역시 서구 갈마동 292-20,36.3535116,127.3677445,30,대전광역시,30170,서구,3017011100,갈마동,3017058100,갈마1동
43,둔산여고,대전광역시 서구 둔산동 1526,36.3540973,127.3742094,30,대전광역시,30170,서구,3017011200,둔산동,3017064000,둔산2동
44,을지대학병원,대전광역시 서구 둔산동 1542,36.35447,127.3829649,30,대전광역시,30170,서구,3017011200,둔산동,3017064000,둔산2동
45,청솔아파트(9동),대전광역시 서구 둔산동 2161,36.3512545,127.3984238,30,대전광역시,30170,서구,3017011200,둔산동,3017066000,둔산3동
46,경성큰마을,대전광역시 서구 갈마동 1438,36.3470661,127.3772079,30,대전광역시,30170,서구,3017011100,갈마동,3017058200,갈마2동
47,오페라웨딩홀,대전광역시 서구 둔산동 1257,36.3488026,127.3825894,30,대전광역시,30170,서구,3017011200,둔산동,3017064000,둔산2동
48,대전종합고용지원센터(탄방역 4번출구),대전광역시 서구 탄방동 1453-1,36.3464597,127.3848735,30,대전광역시,30170,서구,3017010600,탄방동,3017055500,탄방동
49,한국농어촌공사,대전광역시 서구 탄방동 735,36.3474279,127.3898381,30,대전광역시,30170,서구,3017010600,탄방동,3017055500,탄방동
50,한가람아파트,대전광역시 서구 탄방동 1447,36.34708,127.3933817,30,대전광역시,30170,서구,3017010600,탄방동,3017055500,탄방동
51,남선공원종합체육관,대전광역시 서구 탄방동 1458,36.3489097,127.398616,30,대전광역시,30170,서구,3017010600,탄방동,3017055500,탄방동
52,유승기업사,대전광역시 서구 탄방동 521-2,36.3435747,127.3811468,30,대전광역시,30170,서구,3017010600,탄방동,3017055500,탄방동
53,탄방지하차도,대전광역시 서구 탄방동 1452,36.3434078,127.3833521,30,대전광역시,30170,서구,3017010600,탄방동,3017055500,탄방동
54,궁동네거리,대전광역시 유성구 장대동 312-3,36.3648102,127.3387064,30,대전광역시,30200,유성구,3020011700,장대동,3020054000,온천2동
55,충대정문오거리1(정문),대전광역시 유성구 궁동 258-8,36.3625471,127.3440573,30,대전광역시,30200,유성구,3020012200,궁동,3020054000,온천2동
56,충대정문오거리2(건너편),대전광역시 유성구 궁동 376-1,36.3618281,127.3450513,30,대전광역시,30200,유성구,3020012200,궁동,3020054000,온천2동
57,한진오피스텔,대전광역시 유성구 봉명동 535-5,36.3566062,127.3419023,30,대전광역시,30200,유성구,3020011100,봉명동,3020053000,온천1동
58,구암역 3번출구,대전광역시 유성구 구암동 96-9,36.356425,127.3311418,30,대전광역시,30200,유성구,3020011200,구암동,3020053000,온천1동
59,유성온천역 6번출구,대전광역시 유성구 봉명동 552-5,36.3543197,127.3412502,30,대전광역시,30200,유성구,3020011100,봉명동,3020053000,온천1동
60,유성온천역 3번출구,대전광역시 유성구 봉명동 326-95,36.3535812,127.3460745,30,대전광역시,30200,유성구,3020011100,봉명동,3020061000,원신흥동
61,만년교(코젤병원),대전광역시 유성구 봉명동 328-22,36.3535812,127.3460745,30,대전광역시,30200,유성구,3020011100,봉명동,3020053000,온천1동
62,도안휴먼시아1단지,대전광역시 유성구 봉명동 1024,36.3504006,127.3422997,30,대전광역시,30200,유성구,3020011100,봉명동,3020061000,원신흥동
63,상대초등학교,대전광역시 유성구 상대동 138-67,36.3476565,127.3363999,30,대전광역시,30200,유성구,3020011500,상대동,3020061000,원신흥동
64,유성생명과학고등학교,대전광역시 유성구 상대동 425-9,36.347117,127.3334306,30,대전광역시,30200,유성구,3020011500,상대동,3020061000,원신흥동
65,도안 센트롤시티,대전광역시 유성구 봉명동 385-1,36.3535812,127.3460745,30,대전광역시,30200,유성구,3020011100,봉명동,3020053000,온천1동
66,도안 휴먼시아6단지,대전광역시 유성구 상대동 7-1,36.342342,127.3327949,30,대전광역시,30200,유성구,3020011500,상대동,3020061000,원신흥동
67,도안 한라비발디,대전광역시 유성구 상대동 173,36.342342,127.3327949,30,대전광역시,30200,유성구,3020011500,상대동,3020061000,원신흥동
68,도안 신안인스빌리베라,대전광역시 유성구 원신흥동 204-8,36.3376649,127.345131,30,대전광역시,30200,유성구,3020011400,원신흥동,3020061000,원신흥동
69,도안 트리풀시티9단지(504동 맞은편),대전광역시 유성구 상대동 72-5,36.342342,127.3327949,30,대전광역시,30200,유성구,3020011500,상대동,3020061000,원신흥동
70,도안 휴먼시아10단지,대전광역시 유성구 원신흥동 183-2,36.3376649,127.345131,30,대전광역시,30200,유성구,3020011400,원신흥동,3020061000,원신흥동
71,대전지방국세청,대전광역시 대덕구 법동 186,36.3724807,127.4290355,30,대전광역시,30230,대덕구,3023010800,법동,3023061000,법2동
72,대덕경찰서(법동),대전광역시 대덕구 법동 212,36.369819,127.4294458,30,대전광역시,30230,대덕구,3023010800,법동,3023061000,법2동
73,대전중앙병원,대전광역시 대덕구 법동 285-3,36.3685761,127.4285005,30,대전광역시,30230,대덕구,3023010800,법동,3023060000,법1동
74,(공사중)중리시장,대전광역시 대덕구 중리동 370-24,36.3664017,127.426013,30,대전광역시,30230,대덕구,3023010900,중리동,3023054600,중리동
75,보람아파트,대전광역시 대덕구 법동 202-4,36.3668784,127.430488,30,대전광역시,30230,대덕구,3023010800,법동,3023061000,법2동
76,선비마을입구,대전광역시 대덕구 송촌동 446-3,36.367306,127.4364681,30,대전광역시,30230,대덕구,3023010700,송촌동,3023054300,송촌동
77,선비마을3단지,대전광역시 대덕구 송촌동 461-2,36.3683911,127.441127,30,대전광역시,30230,대덕구,3023010700,송촌동,3023054300,송촌동
78,중리동(하나로병원),대전광역시 대덕구 중리동 107-8,36.3631378,127.4315275,30,대전광역시,30230,대덕구,3023010900,중리동,3023054600,중리동
79,수도시설관리사업소,대전광역시 대덕구 중리동 118-12,36.3622536,127.4347908,30,대전광역시,30230,대덕구,3023010900,중리동,3023054600,중리동
80,송촌소방서,대전광역시 대덕구 송촌동 539,36.3635554,127.4411108,30,대전광역시,30230,대덕구,3023010700,송촌동,3023054300,송촌동
81,동춘당공원,대전광역시 대덕구 송촌동 192-2,36.3648142,127.441098,30,대전광역시,30230,대덕구,3023010700,송촌동,3023054300,송촌동
82,선비마을5단지,대전광역시 대덕구 송촌동 510,36.3671603,127.446343,30,대전광역시,30230,대덕구,3023010700,송촌동,3023054300,송촌동
83,유평초등학교,대전광역시 중구 태평동 254-15,36.3301808,127.3985038,30,대전광역시,30140,중구,3014011400,태평동,3014068000,태평1동
84,강남한의원,대전광역시 중구 태평2동 2409-21,36.3236814,127.3922423,30,대전광역시,30140,중구,3014011400,태평동,3014069000,태평2동
85,태평1동주민센터,대전광역시 중구 태평동 331-41,36.3260834,127.3965747,30,대전광역시,30140,중구,3014011400,태평동,3014068000,태평1동
86,삼부프라자,대전광역시 중구 태평2동 2395-1,36.3236814,127.3922423,30,대전광역시,30140,중구,3014011400,태평동,3014069000,태평2동
87,쌍용예가아파트,대전광역시 중구 유천동 198-15,36.3225432,127.3984728,30,대전광역시,30140,중구,3014011500,유천동,3014071000,유천2동
88,태평초등학교,대전광역시 중구 유천동 319-1,36.3215983,127.3954383,30,대전광역시,30140,중구,3014011500,유천동,3014071000,유천2동
89,버드내초등학교,대전광역시 중구 태평동 422-33,36.31948,127.3921332,30,대전광역시,30140,중구,3014011400,태평동,3014069000,태평2동
90,유등교,대전광역시 중구 유천동 338-13,36.315718,127.3877958,30,대전광역시,30140,중구,3014011500,유천동,3014070000,유천1동
91,버드내네거리,대전광역시 중구 유천동 306-18,36.3168849,127.3925599,30,대전광역시,30140,중구,3014011500,유천동,3014070000,유천1동
92,서대전농협,대전광역시 중구 유천동 308-7,36.3180567,127.3947219,30,대전광역시,30140,중구,3014011500,유천동,3014070000,유천1동
93,서대전육교,대전광역시 중구 유천동 186-7,36.3185545,127.4002844,30,대전광역시,30140,중구,3014011500,유천동,3014071000,유천2동
94,미리내아파트,대전광역시 동구 판암동 451-10,36.3170224,127.4542037,30,대전광역시,30110,동구,3011010700,판암동,3011055100,판암1동
95,판암역 2번출구,대전광역시 동구 판암동 323-2,36.3168941,127.4590615,30,대전광역시,30110,동구,3011010700,판암동,3011055100,판암1동
96,판암역 4번출구,대전광역시 동구 판암동 303-25,36.3034593,127.4739917,30,대전광역시,30110,동구,3011010700,판암동,3011055100,판암1동
97,가오고등학교,대전광역시 동구 가오동 465,36.3104497,127.4556321,30,대전광역시,30110,동구,3011010500,가오동,3011053000,효동
98,은어송마을입구,대전광역시 동구 가오동 217-4,36.3076638,127.4584004,30,대전광역시,30110,동구,3011010500,가오동,3011053000,효동
99,홈플러스 가오점(건너편),대전광역시 동구 가오동 644,36.3062755,127.4569654,30,대전광역시,30110,동구,3011010500,가오동,3011053000,효동
100,홈플러스 가오점,대전광역시 동구 가오동 552,36.3074024,127.4570664,30,대전광역시,30110,동구,3011010500,가오동,3011053000,효동
101,은어송마을4단지,대전광역시 동구 가오동 555,36.3098693,127.4618381,30,대전광역시,30110,동구,3011010500,가오동,3011053000,효동
102,은어송마을2단지,대전광역시 동구 대성동 130-1,36.3037454,127.4577574,30,대전광역시,30110,동구,3011013900,대성동,3011074000,산내동
103,대전남부여성가족원,대전광역시 동구 가오동 559-1,36.3041296,127.4593605,30,대전광역시,30110,동구,3011010500,가오동,3011053000,효동
104,국립중앙과학관,대전광역시 유성구 가정동 54-4,36.3751614,127.3780571,30,대전광역시,30200,유성구,3020012600,가정동,3020055000,신성동
105,카이스트 서쪽 쪽문,대전광역시 유성구 구성동 23,36.36886,127.3638987,30,대전광역시,30200,유성구,3020012400,구성동,3020054000,온천2동
106,카이스트 다솜관,대전광역시 유성구 구성동 23,36.36886,127.3638987,30,대전광역시,30200,유성구,3020012400,구성동,3020054000,온천2동
107,카이스트 세종관,대전광역시 유성구 구성동 23,36.36886,127.3638987,30,대전광역시,30200,유성구,3020012400,구성동,3020054000,온천2동
108,목원대학교 입구,대전광역시 유성구 용계동 664-4,36.3316512,127.3375524,30,대전광역시,30200,유성구,3020010400,용계동,3020052000,진잠동
109,서부농협본점,대전광역시 서구 탄방동 1455,36.3423989,127.3879402,30,대전광역시,30170,서구,3017010600,탄방동,3017055500,탄방동
110,용문네거리(용문역 3번출구),대전광역시 서구 용문동 594-10,36.3377447,127.3920908,30,대전광역시,30170,서구,3017010500,용문동,3017055000,용문동
111,순복음교회(수침교),대전광역시 서구 용문동 249-11,36.3358702,127.3968741,30,대전광역시,30170,서구,3017010500,용문동,3017055000,용문동
112,나르메아파트 길건너,대전광역시 서구 가장동 45-8,36.3318652,127.3853742,30,대전광역시,30170,서구,3017010900,가장동,3017057000,가장동
113,가장교(성은사),대전광역시 서구 가장동 31-7,36.3286208,127.3880956,30,대전광역시,30170,서구,3017010900,가장동,3017057000,가장동
114,태평동성당,대전광역시 중구 태평동 346-1,36.3297151,127.3968728,30,대전광역시,30140,중구,3014011400,태평동,3014068000,태평1동
115,한전 대전세종충남지역본부(건너편),대전광역시 동구 용전동 45-1,36.357247,127.4341033,30,대전광역시,30110,동구,3011011500,용전동,3011064000,용전동
116,홈플러스(동대전점),대전광역시 동구 용전동 51-17,36.3551395,127.436515,30,대전광역시,30110,동구,3011011500,용전동,3011064000,용전동
117,동부네거리,대전광역시 동구 용전동 111-26,36.3506069,127.4389121,30,대전광역시,30110,동구,3011011500,용전동,3011064000,용전동
118,복합터미널,대전광역시 동구 용전동 143-16,36.348844,127.4348253,30,대전광역시,30110,동구,3011011500,용전동,3011064000,용전동
119,용전동 천주교회,대전광역시 동구 용전동 144-1,36.3493897,127.4327022,30,대전광역시,30110,동구,3011011500,용전동,3011064000,용전동
120,한국통신 용전지점,대전광역시 동구 용전동 167-20,36.3529673,127.4322178,30,대전광역시,30110,동구,3011011500,용전동,3011064000,용전동
121,용전네거리(하나은행),대전광역시 동구 용전동 44-2,36.3578699,127.4331954,30,대전광역시,30110,동구,3011011500,용전동,3011064000,용전동
122,한남대후문 입구,대전광역시 대덕구 중리동 231-5,36.3585235,127.4236,30,대전광역시,30230,대덕구,3023010900,중리동,3023054600,중리동
123,구)대덕경찰서(문평동),대전광역시 대덕구 문평동 83-2,36.4468032,127.4059502,30,대전광역시,30230,대덕구,3023011300,문평동,3023058000,목상동
124,목상동주민센터,대전광역시 대덕구 목상동 185-1,36.4482768,127.4131988,30,대전광역시,30230,대덕구,3023011200,목상동,3023058000,목상동
125,엑슬루타워,대전광역시 대덕구 석봉동 336,36.4490954,127.4244898,30,대전광역시,30230,대덕구,3023011100,석봉동,3023056000,석봉동
126,신탄진동주민센터,대전광역시 대덕구 신탄진동 120-1,36.4516552,127.4291638,30,대전광역시,30230,대덕구,3023012600,신탄진동,3023055000,신탄진동
127,신탄진역,대전광역시 대덕구 신탄진동 147-6,36.4484634,127.4290403,30,대전광역시,30230,대덕구,3023012600,신탄진동,3023055000,신탄진동
128,과선교버스정류장,대전광역시 대덕구 평촌동 264-64,36.4318977,127.4259602,30,대전광역시,30230,대덕구,3023011700,평촌동,3023057000,덕암동
129,신탄진고네거리,대전광역시 대덕구 신탄진동 149-6,36.4483265,127.4360253,30,대전광역시,30230,대덕구,3023012600,신탄진동,3023055000,신탄진동
130,용정초등학교,대전광역시 대덕구 신탄진동 52-1,36.4539295,127.4365125,30,대전광역시,30230,대덕구,3023012600,신탄진동,3023055000,신탄진동
131,에코공원,대전광역시 대덕구 신탄진동 산1-7,36.4487669,127.4444225,30,대전광역시,30230,대덕구,3023012600,신탄진동,3023055000,신탄진동
